"Desease";"Año";"Resultado";"Mensaje"
"Tuberculosis Pulmonar";"2011";"Success";"Success Tuberculosis Pulmonar 2011 : 104  rows, 5  columns"
"Tuberculosis Pulmonar";"2012";"Success";"Success Tuberculosis Pulmonar 2012 : 105  rows, 5  columns"
"Tuberculosis Pulmonar";"2013";"Success";"Success Tuberculosis Pulmonar 2013 : 105  rows, 5  columns"
"Tuberculosis Pulmonar";"2014";"Success";"Success Tuberculosis Pulmonar 2014 : 106  rows, 5  columns"
"Tuberculosis Pulmonar";"2015";"Success";"Success Tuberculosis Pulmonar 2015 : 105  rows, 5  columns"
"Tuberculosis Pulmonar";"2016";"Success";"Success Tuberculosis Pulmonar 2016 : 104  rows, 5  columns"
"Tuberculosis Pulmonar";"2017";"Success";"Success Tuberculosis Pulmonar 2017 : 105  rows, 5  columns"
"Tuberculosis Pulmonar";"2018";"Success";"Success Tuberculosis Pulmonar 2018 : 105  rows, 5  columns"
"Tuberculosis Pulmonar";"2019";"Success";"Success Tuberculosis Pulmonar 2019 : 104  rows, 5  columns"
"Tuberculosis Pulmonar";"2020";"Success";"Success Tuberculosis Pulmonar 2020 : 107  rows, 5  columns"
"Tuberculosis Pulmonar";"2021";"Success";"Success Tuberculosis Pulmonar 2021 : 104  rows, 5  columns"
"Tuberculosis Pulmonar";"2022";"Success";"Success Tuberculosis Pulmonar 2022 : 104  rows, 5  columns"
"Varicela Individual";"2011";"Success";"Success Varicela Individual 2011 : 104  rows, 5  columns"
"Varicela Individual";"2012";"Success";"Success Varicela Individual 2012 : 104  rows, 5  columns"
"Varicela Individual";"2013";"Success";"Success Varicela Individual 2013 : 104  rows, 5  columns"
"Varicela Individual";"2014";"Success";"Success Varicela Individual 2014 : 104  rows, 5  columns"
"Varicela Individual";"2015";"Success";"Success Varicela Individual 2015 : 104  rows, 5  columns"
"Varicela Individual";"2016";"Success";"Success Varicela Individual 2016 : 104  rows, 5  columns"
"Varicela Individual";"2017";"Success";"Success Varicela Individual 2017 : 104  rows, 5  columns"
"Varicela Individual";"2018";"Success";"Success Varicela Individual 2018 : 104  rows, 5  columns"
"Varicela Individual";"2019";"Success";"Success Varicela Individual 2019 : 104  rows, 5  columns"
"Varicela Individual";"2020";"Success";"Success Varicela Individual 2020 : 106  rows, 5  columns"
"Varicela Individual";"2021";"Success";"Success Varicela Individual 2021 : 106  rows, 5  columns"
"Varicela Individual";"2022";"Success";"Success Varicela Individual 2022 : 104  rows, 5  columns"
"Vigilancia En Salud Pública De La Violencia De Género E Intrafamiliar";"2012";"Success";"Success Vigilancia En Salud Pública De La Violencia De Género E Intrafamiliar 2012 : 105  rows, 5  columns"
"Vigilancia En Salud Pública De La Violencia De Género E Intrafamiliar";"2013";"Success";"Success Vigilancia En Salud Pública De La Violencia De Género E Intrafamiliar 2013 : 105  rows, 5  columns"
"Vigilancia En Salud Pública De La Violencia De Género E Intrafamiliar";"2014";"Success";"Success Vigilancia En Salud Pública De La Violencia De Género E Intrafamiliar 2014 : 107  rows, 5  columns"
"Vigilancia En Salud Pública De La Violencia De Género E Intrafamiliar";"2015";"Success";"Success Vigilancia En Salud Pública De La Violencia De Género E Intrafamiliar 2015 : 107  rows, 5  columns"
"Vigilancia En Salud Pública De La Violencia De Género E Intrafamiliar";"2016";"Success";"Success Vigilancia En Salud Pública De La Violencia De Género E Intrafamiliar 2016 : 105  rows, 5  columns"
"Vigilancia En Salud Pública De La Violencia De Género E Intrafamiliar";"2017";"Success";"Success Vigilancia En Salud Pública De La Violencia De Género E Intrafamiliar 2017 : 105  rows, 5  columns"
"Vigilancia En Salud Pública De La Violencia De Género E Intrafamiliar";"2018";"Success";"Success Vigilancia En Salud Pública De La Violencia De Género E Intrafamiliar 2018 : 105  rows, 5  columns"
"Vigilancia En Salud Pública De La Violencia De Género E Intrafamiliar";"2019";"Success";"Success Vigilancia En Salud Pública De La Violencia De Género E Intrafamiliar 2019 : 105  rows, 5  columns"
"Vigilancia En Salud Pública De La Violencia De Género E Intrafamiliar";"2020";"Success";"Success Vigilancia En Salud Pública De La Violencia De Género E Intrafamiliar 2020 : 107  rows, 5  columns"
"Vigilancia En Salud Pública De La Violencia De Género E Intrafamiliar";"2021";"Success";"Success Vigilancia En Salud Pública De La Violencia De Género E Intrafamiliar 2021 : 107  rows, 5  columns"
"Vigilancia En Salud Pública De La Violencia De Género E Intrafamiliar";"2022";"Success";"Success Vigilancia En Salud Pública De La Violencia De Género E Intrafamiliar 2022 : 105  rows, 5  columns"
